instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
524,2012-06-07,spring,2012,6,0,thursday,1,clear,20.3,21.6,56.7,10.5,1038,6456,7494
525,2012-06-08,spring,2012,6,0,friday,1,clear,22.5,23.5,46.8,11.8,1488,6248,7736
526,2012-06-09,spring,2012,6,0,saturday,0,clear,25.4,26.8,43.7,9.7,2708,4790,7498
527,2012-06-10,spring,2012,6,0,sunday,0,clear,26.2,27.8,53.8,9.0,2224,4374,6598
528,2012-06-11,spring,2012,6,0,monday,1,cloudy,25.9,27.5,58.8,13.9,1017,5647,6664
529,2012-06-12,spring,2012,6,0,tuesday,1,cloudy,22.7,23.5,83.3,14.4,477,4495,4972
530,2012-06-13,spring,2012,6,0,wednesday,1,clear,22.8,24.3,58.2,23.0,1173,6248,7421
531,2012-06-14,spring,2012,6,0,thursday,1,clear,22.5,25.2,57.0,17.0,1180,6183,7363
532,2012-06-15,spring,2012,6,0,friday,1,clear,22.0,23.6,59.0,11.8,1563,6102,7665
533,2012-06-16,spring,2012,6,0,saturday,0,clear,21.7,23.3,50.4,11.2,2963,4739,7702
534,2012-06-17,spring,2012,6,0,sunday,0,clear,19.8,21.8,59.9,9.7,2634,4344,6978
535,2012-06-18,spring,2012,6,0,monday,1,cloudy,18.7,20.0,77.8,11.7,653,4446,5099
536,2012-06-19,spring,2012,6,0,tuesday,1,clear,24.4,27.2,69.0,9.9,968,5857,6825
537,2012-06-20,spring,2012,6,0,wednesday,1,clear,28.8,31.6,59.2,7.6,872,5339,6211
538,2012-06-21,summer,2012,6,0,thursday,1,clear,29.9,33.7,56.8,8.0,778,5127,5905
539,2012-06-22,summer,2012,6,0,friday,1,clear,28.5,31.8,57.4,12.3,964,4859,5823
540,2012-06-23,summer,2012,6,0,saturday,0,clear,26.4,27.1,53.5,12.0,2657,4801,7458
541,2012-06-24,summer,2012,6,0,sunday,0,clear,26.9,28.5,47.9,9.8,2551,4340,6891
542,2012-06-25,summer,2012,6,0,monday,1,clear,25.6,27.2,50.4,20.1,1139,5640,6779
543,2012-06-26,summer,2012,6,0,tuesday,1,clear,21.6,23.3,37.3,23.3,1077,6365,7442
544,2012-06-27,summer,2012,6,0,wednesday,1,clear,24.8,26.3,36.0,18.2,1077,6258,7335
545,2012-06-28,summer,2012,6,0,thursday,1,clear,27.2,28.6,42.2,11.5,921,5958,6879
546,2012-06-29,summer,2012,6,0,friday,1,clear,31.2,35.9,48.9,11.1,829,4634,5463
547,2012-06-30,summer,2012,6,0,saturday,0,clear,28.0,29.4,60.1,10.8,1455,4232,5687
548,2012-07-01,summer,2012,7,0,sunday,0,clear,30.3,33.5,51.9,11.3,1421,4110,5531
549,2012-07-02,summer,2012,7,0,monday,1,clear,28.7,30.3,44.7,13.1,904,5323,6227
550,2012-07-03,summer,2012,7,0,tuesday,1,clear,28.7,30.4,49.2,8.5,1052,5608,6660
551,2012-07-04,summer,2012,7,1,wednesday,0,clear,29.1,32.3,53.9,9.0,2562,4841,7403
552,2012-07-05,summer,2012,7,0,thursday,1,clear,30.9,34.3,45.8,13.0,1405,4836,6241
553,2012-07-06,summer,2012,7,0,friday,1,clear,30.9,33.7,45.1,9.8,1366,4841,6207
554,2012-07-07,summer,2012,7,0,saturday,0,clear,32.5,37.1,49.2,11.0,1448,3392,4840
555,2012-07-08,summer,2012,7,0,sunday,0,clear,30.7,36.2,57.4,8.4,1203,3469,4672
556,2012-07-09,summer,2012,7,0,monday,1,cloudy,25.4,27.2,68.3,12.1,998,5571,6569
557,2012-07-10,summer,2012,7,0,tuesday,1,cloudy,25.9,27.9,66.8,10.2,954,5336,6290
558,2012-07-11,summer,2012,7,0,wednesday,1,clear,25.7,26.9,63.3,10.2,975,6289,7264
559,2012-07-12,summer,2012,7,0,thursday,1,clear,25.6,27.2,53.0,9.8,1032,6414,7446
560,2012-07-13,summer,2012,7,0,friday,1,cloudy,26.4,28.1,48.6,5.4,1511,5988,7499
561,2012-07-14,summer,2012,7,0,saturday,0,cloudy,25.1,28.0,69.9,9.6,2355,4614,6969
562,2012-07-15,summer,2012,7,0,sunday,0,clear,27.1,30.5,71.8,11.2,1920,4111,6031
563,2012-07-16,summer,2012,7,0,monday,1,clear,27.9,31.8,64.5,11.0,1088,5742,6830
564,2012-07-17,summer,2012,7,0,tuesday,1,clear,30.5,33.9,50.6,7.7,921,5865,6786
565,2012-07-18,summer,2012,7,0,wednesday,1,clear,29.3,33.2,57.7,9.2,799,4914,5713
566,2012-07-19,summer,2012,7,0,thursday,1,clear,28.2,31.2,60.0,11.1,888,5703,6591
567,2012-07-20,summer,2012,7,0,friday,1,cloudy,23.3,24.5,84.4,14.0,747,5123,5870
568,2012-07-21,summer,2012,7,0,saturday,0,light-rs,20.0,20.3,86.5,14.3,1264,3195,4459
569,2012-07-22,summer,2012,7,0,sunday,0,cloudy,23.4,25.1,76.2,6.3,2544,4866,7410
570,2012-07-23,summer,2012,7,0,monday,1,clear,26.9,29.5,69.4,9.3,1135,5831,6966
571,2012-07-24,summer,2012,7,0,tuesday,1,clear,27.3,30.6,65.5,14.2,1140,6452,7592
572,2012-07-25,summer,2012,7,0,wednesday,1,clear,26.0,27.2,45.0,11.0,1383,6790,8173
573,2012-07-26,summer,2012,7,0,thursday,1,clear,28.5,32.8,59.7,19.1,1036,5825,6861
574,2012-07-27,summer,2012,7,0,friday,1,clear,28.7,32.5,59.5,10.3,1259,5645,6904
575,2012-07-28,summer,2012,7,0,saturday,0,clear,27.5,30.0,61.3,10.5,2234,4451,6685
576,2012-07-29,summer,2012,7,0,sunday,0,clear,25.9,28.1,62.4,11.4,2153,4444,6597
577,2012-07-30,summer,2012,7,0,monday,1,clear,26.3,29.2,66.9,10.3,1040,6065,7105
578,2012-07-31,summer,2012,7,0,tuesday,1,clear,25.5,27.8,70.4,11.1,968,6248,7216
579,2012-08-01,summer,2012,8,0,wednesday,1,clear,25.7,28.0,67.8,9.5,1074,6506,7580
580,2012-08-02,summer,2012,8,0,thursday,1,clear,27.4,30.7,66.0,8.7,983,6278,7261
581,2012-08-03,summer,2012,8,0,friday,1,cloudy,28.0,31.7,64.2,14.5,1328,5847,7175
582,2012-08-04,summer,2012,8,0,saturday,0,clear,29.3,33.6,61.3,17.2,2345,4479,6824
583,2012-08-05,summer,2012,8,0,sunday,0,clear,28.2,32.3,65.2,19.5,1707,3757,5464
584,2012-08-06,summer,2012,8,0,monday,1,cloudy,27.4,30.9,65.4,8.7,1233,5780,7013
585,2012-08-07,summer,2012,8,0,tuesday,1,cloudy,26.6,30.0,70.4,7.8,1278,5995,7273
586,2012-08-08,summer,2012,8,0,wednesday,1,cloudy,27.2,30.7,67.3,7.4,1263,6271,7534
587,2012-08-09,summer,2012,8,0,thursday,1,clear,27.5,30.2,62.0,10.5,1196,6090,7286
588,2012-08-10,summer,2012,8,0,friday,1,cloudy,25.6,28.1,71.6,16.0,1065,4721,5786
589,2012-08-11,summer,2012,8,0,saturday,0,cloudy,24.5,26.1,73.3,13.8,2247,4052,6299
590,2012-08-12,summer,2012,8,0,sunday,0,clear,24.9,26.5,53.0,8.2,2182,4362,6544
591,2012-08-13,summer,2012,8,0,monday,1,clear,25.9,27.7,54.5,9.1,1207,5676,6883
592,2012-08-14,summer,2012,8,0,tuesday,1,clear,26.2,28.7,68.7,11.3,1128,5656,6784
593,2012-08-15,summer,2012,8,0,wednesday,1,clear,25.2,27.2,62.0,11.4,1198,6149,7347
594,2012-08-16,summer,2012,8,0,thursday,1,clear,25.8,27.2,51.9,9.5,1338,6267,7605
595,2012-08-17,summer,2012,8,0,friday,1,clear,26.0,-0.0,57.1,15.5,1483,5665,7148
596,2012-08-18,summer,2012,8,0,saturday,0,clear,23.9,24.8,60.3,11.9,2827,5038,7865
597,2012-08-19,summer,2012,8,0,sunday,0,cloudy,21.9,23.8,71.2,5.8,1208,3341,4549
598,2012-08-20,summer,2012,8,0,monday,1,cloudy,21.9,23.3,73.4,8.7,1026,5504,6530
599,2012-08-21,summer,2012,8,0,tuesday,1,clear,22.5,23.7,67.4,4.9,1081,5925,7006
600,2012-08-22,summer,2012,8,0,wednesday,1,clear,23.4,25.0,67.7,4.7,1094,6281,7375
601,2012-08-23,summer,2012,8,0,thursday,1,clear,24.7,26.0,63.6,5.7,1363,6402,7765
602,2012-08-24,summer,2012,8,0,friday,1,cloudy,25.0,26.7,61.5,4.8,1325,6257,7582
603,2012-08-25,summer,2012,8,0,saturday,0,cloudy,23.1,24.8,71.3,16.4,1829,4224,6053
604,2012-08-26,summer,2012,8,0,sunday,0,cloudy,22.7,23.3,84.6,15.3,1483,3772,5255
605,2012-08-27,summer,2012,8,0,monday,1,clear,25.1,27.2,73.0,8.6,989,5928,6917
606,2012-08-28,summer,2012,8,0,tuesday,1,clear,26.2,28.0,62.0,12.8,935,6105,7040
607,2012-08-29,summer,2012,8,0,wednesday,1,clear,24.2,26.0,55.2,7.5,1177,6520,7697
608,2012-08-30,summer,2012,8,0,thursday,1,clear,25.2,27.1,59.0,5.2,1172,6541,7713
609,2012-08-31,summer,2012,8,0,friday,1,clear,27.9,29.5,58.8,11.3,1433,5917,7350
610,2012-09-01,summer,2012,9,0,saturday,0,cloudy,27.4,30.4,63.8,7.6,2352,3788,6140
611,2012-09-02,summer,2012,9,0,sunday,0,cloudy,24.7,26.8,81.5,4.3,2613,3197,5810
612,2012-09-03,summer,2012,9,1,monday,0,clear,25.3,27.7,79.1,10.1,1965,4069,6034
613,2012-09-04,summer,2012,9,0,tuesday,1,clear,26.1,29.3,75.5,15.8,867,5997,6864
614,2012-09-05,summer,2012,9,0,wednesday,1,clear,26.6,30.8,74.1,12.6,832,6280,7112
615,2012-09-06,summer,2012,9,0,thursday,1,cloudy,24.7,27.3,81.0,9.5,611,5592,6203
616,2012-09-07,summer,2012,9,0,friday,1,clear,25.1,27.4,73.6,11.5,1045,6459,7504
617,2012-09-08,summer,2012,9,0,saturday,0,cloudy,23.0,24.3,79.9,18.8,1557,4419,5976
618,2012-09-09,summer,2012,9,0,sunday,0,clear,20.7,22.2,54.8,15.0,2570,5657,8227
619,2012-09-10,summer,2012,9,0,monday,1,clear,19.4,21.3,50.4,17.3,1118,6407,7525
620,2012-09-11,summer,2012,9,0,tuesday,1,clear,19.1,20.6,52.0,6.2,1070,6697,7767
621,2012-09-12,summer,2012,9,0,wednesday,1,clear,20.2,21.6,57.7,8.8,1050,6820,7870
622,2012-09-13,summer,2012,9,0,thursday,1,clear,20.8,22.3,63.7,5.5,1054,6750,7804
623,2012-09-14,summer,2012,9,0,friday,1,clear,21.8,23.2,67.2,7.0,1379,6630,8009
624,2012-09-15,summer,2012,9,0,saturday,0,clear,20.6,22.7,50.2,16.6,3160,5554,8714
625,2012-09-16,summer,2012,9,0,sunday,0,clear,19.3,21.2,57.0,6.0,2166,5167,7333
626,2012-09-17,summer,2012,9,0,monday,1,cloudy,19.3,20.5,73.5,10.2,1022,5847,6869
627,2012-09-18,summer,2012,9,0,tuesday,1,cloudy,21.3,21.3,87.2,24.0,371,3702,4073
628,2012-09-19,summer,2012,9,0,wednesday,1,clear,18.0,19.7,53.7,14.4,788,6803,7591
629,2012-09-20,summer,2012,9,0,thursday,1,clear,17.7,19.1,61.8,7.9,939,6781,7720
630,2012-09-21,summer,2012,9,0,friday,1,clear,20.2,21.8,66.9,10.3,1250,6917,8167
631,2012-09-22,summer,2012,9,0,saturday,0,clear,22.6,24.3,64.7,19.0,2512,5883,8395
632,2012-09-23,fall,2012,9,0,sunday,0,clear,16.9,18.2,46.7,15.0,2454,5453,7907
633,2012-09-24,fall,2012,9,0,monday,1,clear,16.2,17.2,49.3,9.5,1001,6435,7436
634,2012-09-25,fall,2012,9,0,tuesday,1,clear,17.8,19.9,57.0,15.8,845,6693,7538
635,2012-09-26,fall,2012,9,0,wednesday,1,clear,21.8,23.4,63.1,16.4,787,6946,7733
636,2012-09-27,fall,2012,9,0,thursday,1,cloudy,22.6,24.1,69.1,9.0,751,6642,7393
637,2012-09-28,fall,2012,9,0,friday,1,cloudy,21.1,22.7,69.0,11.0,1045,6370,7415
638,2012-09-29,fall,2012,9,0,saturday,0,clear,17.5,19.0,54.3,15.2,2589,5966,8555
639,2012-09-30,fall,2012,9,0,sunday,0,clear,16.8,18.2,58.3,9.0,2015,4874,6889
640,2012-10-01,fall,2012,10,0,monday,1,cloudy,16.5,17.8,64.9,6.1,763,6015,6778
641,2012-10-02,fall,2012,10,0,tuesday,1,light-rs,19.8,19.8,87.2,7.0,315,4324,4639
642,2012-10-03,fall,2012,10,0,wednesday,1,cloudy,22.9,23.5,79.4,4.5,728,6844,7572
643,2012-10-04,fall,2012,10,0,thursday,1,cloudy,22.9,24.1,72.3,7.9,891,6437,7328
644,2012-10-05,fall,2012,10,0,friday,1,clear,20.9,22.3,62.7,7.1,1516,6640,8156
645,2012-10-06,fall,2012,10,0,saturday,0,clear,18.0,19.5,66.4,18.0,3031,4934,7965
646,2012-10-07,fall,2012,10,0,sunday,0,cloudy,11.5,11.7,70.8,9.5,781,2729,3510
647,2012-10-08,fall,2012,10,1,monday,0,cloudy,10.0,9.6,71.0,12.7,874,4604,5478
648,2012-10-09,fall,2012,10,0,tuesday,1,cloudy,13.0,12.9,76.2,12.8,601,5791,6392
649,2012-10-10,fall,2012,10,0,wednesday,1,clear,16.2,17.2,63.1,12.6,780,6911,7691
650,2012-10-11,fall,2012,10,0,thursday,1,clear,12.4,12.5,46.3,12.2,834,6736,7570
651,2012-10-12,fall,2012,10,0,friday,1,clear,12.6,12.6,53.9,15.8,1060,6222,7282
652,2012-10-13,fall,2012,10,0,saturday,0,clear,10.5,9.8,49.5,9.8,2252,4857,7109
653,2012-10-14,fall,2012,10,0,sunday,0,clear,16.5,17.5,64.0,18.7,2080,4559,6639
654,2012-10-15,fall,2012,10,0,monday,1,cloudy,18.4,19.6,70.8,19.8,760,5115,5875
655,2012-10-16,fall,2012,10,0,tuesday,1,clear,14.0,14.4,55.8,12.2,922,6612,7534
656,2012-10-17,fall,2012,10,0,wednesday,1,clear,13.4,13.7,69.3,6.8,979,6482,7461
657,2012-10-18,fall,2012,10,0,thursday,1,cloudy,16.6,17.8,72.8,15.9,1008,6501,7509
658,2012-10-19,fall,2012,10,0,friday,1,cloudy,18.5,19.5,81.5,9.0,753,4671,5424
659,2012-10-20,fall,2012,10,0,saturday,0,clear,14.8,15.2,57.3,7.9,2806,5284,8090
660,2012-10-21,fall,2012,10,0,sunday,0,clear,13.8,14.1,51.0,11.1,2132,4692,6824
661,2012-10-22,fall,2012,10,0,monday,1,clear,14.9,15.9,56.8,5.5,830,6228,7058
662,2012-10-23,fall,2012,10,0,tuesday,1,clear,17.6,19.0,64.2,6.3,841,6625,7466
663,2012-10-24,fall,2012,10,0,wednesday,1,clear,19.6,20.9,63.6,4.9,795,6898,7693
664,2012-10-25,fall,2012,10,0,thursday,1,cloudy,17.8,19.0,80.0,8.3,875,6484,7359
665,2012-10-26,fall,2012,10,0,friday,1,cloudy,17.7,18.5,80.7,8.9,1182,6262,7444
666,2012-10-27,fall,2012,10,0,saturday,0,cloudy,16.9,18.0,72.0,15.8,2643,5209,7852
667,2012-10-28,fall,2012,10,0,sunday,0,cloudy,14.4,14.9,69.5,26.7,998,3461,4459
668,2012-10-29,fall,2012,10,0,monday,1,light-rs,12.7,13.0,88.0,24.0,2,20,22
669,2012-10-30,fall,2012,10,0,tuesday,1,cloudy,7.0,4.5,82.5,14.3,87,1009,1096
670,2012-10-31,fall,2012,10,0,wednesday,1,cloudy,8.8,7.8,66.7,11.2,419,5147,5566
671,2012-11-01,fall,2012,11,0,thursday,1,cloudy,9.2,8.4,58.2,10.5,466,5520,5986
672,2012-11-02,fall,2012,11,0,friday,1,clear,8.7,7.5,52.2,17.8,618,5229,5847
673,2012-11-03,fall,2012,11,0,saturday,0,cloudy,8.1,5.4,49.1,18.1,1029,4109,5138
674,2012-11-04,fall,2012,11,0,sunday,0,clear,7.3,5.7,53.3,12.0,1201,3906,5107
675,2012-11-05,fall,2012,11,0,monday,1,clear,7.0,4.3,49.4,15.8,378,4881,5259
676,2012-11-06,fall,2012,11,0,tuesday,1,clear,5.2,2.6,56.7,11.6,466,5220,5686
677,2012-11-07,fall,2012,11,0,wednesday,1,cloudy,5.9,2.1,54.8,20.4,326,4709,5035
678,2012-11-08,fall,2012,11,0,thursday,1,clear,8.6,6.6,33.3,23.3,340,4975,5315
679,2012-11-09,fall,2012,11,0,friday,1,clear,9.0,7.5,54.1,14.4,709,5283,5992
680,2012-11-10,fall,2012,11,0,saturday,0,clear,10.3,10.0,64.5,3.9,2090,4446,6536
681,2012-11-11,fall,2012,11,0,sunday,0,clear,11.8,11.8,65.9,8.5,2290,4562,6852
682,2012-11-12,fall,2012,11,1,monday,0,clear,14.8,15.4,74.2,11.6,1097,5172,6269
683,2012-11-13,fall,2012,11,0,tuesday,1,cloudy,8.1,5.3,66.3,22.9,327,3767,4094
684,2012-11-14,fall,2012,11,0,wednesday,1,clear,5.6,2.6,55.2,13.4,373,5122,5495
685,2012-11-15,fall,2012,11,0,thursday,1,cloudy,7.1,5.4,62.0,10.3,320,5125,5445
686,2012-11-16,fall,2012,11,0,friday,1,clear,8.2,6.9,52.5,11.5,484,5214,5698
687,2012-11-17,fall,2012,11,0,saturday,0,clear,7.3,5.5,54.5,12.0,1313,4316,5629
688,2012-11-18,fall,2012,11,0,sunday,0,clear,8.1,6.3,69.3,15.3,922,3747,4669
689,2012-11-19,fall,2012,11,0,monday,1,cloudy,9.9,8.8,62.3,15.7,449,5050,5499
690,2012-11-20,fall,2012,11,0,tuesday,1,cloudy,9.6,9.1,68.5,5.5,534,5100,5634
691,2012-11-21,fall,2012,11,0,wednesday,1,clear,8.6,8.1,61.4,6.9,615,4531,5146
692,2012-11-22,fall,2012,11,1,thursday,0,clear,8.0,7.1,58.0,3.5,955,1470,2425
693,2012-11-23,fall,2012,11,0,friday,1,clear,9.3,9.0,56.9,9.9,1603,2307,3910
694,2012-11-24,fall,2012,11,0,saturday,0,clear,5.1,0.4,40.5,25.3,532,1745,2277
695,2012-11-25,fall,2012,11,0,sunday,0,clear,3.6,1.0,46.8,10.1,309,2115,2424
696,2012-11-26,fall,2012,11,0,monday,1,clear,6.7,6.4,53.5,3.1,337,4750,5087
697,2012-11-27,fall,2012,11,0,tuesday,1,cloudy,5.7,2.6,78.7,15.9,123,3836,3959
698,2012-11-28,fall,2012,11,0,wednesday,1,clear,5.9,3.1,50.6,14.1,198,5062,5260
699,2012-11-29,fall,2012,11,0,thursday,1,clear,5.2,3.7,55.6,7.7,243,5080,5323
700,2012-11-30,fall,2012,11,0,friday,1,clear,6.0,5.4,65.0,3.9,362,5306,5668
701,2012-12-01,fall,2012,12,0,saturday,0,cloudy,6.0,4.9,80.7,4.0,951,4240,5191
702,2012-12-02,fall,2012,12,0,sunday,0,cloudy,8.3,7.7,82.3,8.3,892,3757,4649
703,2012-12-03,fall,2012,12,0,monday,1,clear,13.3,14.1,76.8,5.5,555,5679,6234
704,2012-12-04,fall,2012,12,0,tuesday,1,clear,14.4,15.0,73.4,11.7,551,6055,6606
705,2012-12-05,fall,2012,12,0,wednesday,1,clear,12.6,12.2,48.5,21.7,331,5398,5729
706,2012-12-06,fall,2012,12,0,thursday,1,clear,4.0,1.0,50.9,11.7,340,5035,5375
707,2012-12-07,fall,2012,12,0,friday,1,cloudy,7.1,5.2,76.4,8.8,349,4659,5008
708,2012-12-08,fall,2012,12,0,saturday,0,cloudy,9.9,9.7,91.1,6.8,1153,4429,5582
709,2012-12-09,fall,2012,12,0,sunday,0,cloudy,10.1,9.7,90.5,10.6,441,2787,3228
710,2012-12-10,fall,2012,12,0,monday,1,cloudy,12.5,12.7,92.5,12.8,329,4841,5170
711,2012-12-11,fall,2012,12,0,tuesday,1,cloudy,8.6,6.3,59.7,19.8,282,5219,5501
712,2012-12-12,fall,2012,12,0,wednesday,1,cloudy,6.0,3.6,53.8,10.9,310,5009,5319
713,2012-12-13,fall,2012,12,0,thursday,1,clear,5.9,3.4,48.6,11.7,425,5107,5532
714,2012-12-14,fall,2012,12,0,friday,1,clear,5.2,3.4,64.3,8.8,429,5182,5611
715,2012-12-15,fall,2012,12,0,saturday,0,clear,7.2,6.3,65.0,7.1,767,4280,5047
716,2012-12-16,fall,2012,12,0,sunday,0,cloudy,9.0,8.4,83.9,6.7,538,3248,3786
717,2012-12-17,fall,2012,12,0,monday,1,cloudy,10.5,10.5,90.7,6.6,212,4373,4585
718,2012-12-18,fall,2012,12,0,tuesday,1,clear,11.3,11.0,66.6,14.8,433,5124,5557
719,2012-12-19,fall,2012,12,0,wednesday,1,clear,7.6,6.6,62.5,12.3,333,4934,5267
720,2012-12-20,fall,2012,12,0,thursday,1,cloudy,7.5,6.1,66.8,8.9,314,3814,4128
721,2012-12-21,winter,2012,12,0,friday,1,cloudy,7.4,3.9,55.7,25.1,221,3402,3623
722,2012-12-22,winter,2012,12,0,saturday,0,clear,4.5,-0.4,44.1,27.3,205,1544,1749
723,2012-12-23,winter,2012,12,0,sunday,0,clear,3.6,1.1,51.5,8.9,408,1379,1787
724,2012-12-24,winter,2012,12,0,monday,1,cloudy,2.9,1.1,79.1,5.2,174,746,920
725,2012-12-25,winter,2012,12,1,tuesday,0,cloudy,5.7,3.4,73.5,11.3,440,573,1013
726,2012-12-26,winter,2012,12,0,wednesday,1,light-rs,3.4,-1.5,82.3,21.2,9,432,441
727,2012-12-27,winter,2012,12,0,thursday,1,cloudy,3.9,-1.0,65.3,23.5,247,1867,2114
728,2012-12-28,winter,2012,12,0,friday,1,cloudy,3.9,0.8,59.0,10.4,644,2451,3095
729,2012-12-29,winter,2012,12,0,saturday,0,cloudy,3.9,-0.0,75.3,8.3,159,1182,1341
730,2012-12-30,winter,2012,12,0,sunday,0,clear,4.0,-0.7,48.3,23.5,364,1432,1796
731,2012-12-31,winter,2012,12,0,monday,1,cloudy,2.1,-1.2,57.8,10.4,439,2290,2729
